0.491493,0.566621,0.499826,0.538709,0.441268,0.457233
0.459938,0.538092,0.508996,0.534904,0.448677,0.505171
0.480077,0.529331,0.501648,0.540206,0.473080,0.501063
0.441723,0.562213,0.483480,0.540457,0.425275,0.485729
0.441297,0.536422,0.521574,0.552451,0.454887,0.459410
0.466028,0.552288,0.510259,0.537358,0.459972,0.482842
0.503173,0.547914,0.448224,0.530814,0.445596,0.452955
0.464744,0.536996,0.486070,0.533254,0.465196,0.480630
0.518778,0.577346,0.482015,0.508633,0.485681,0.467129
0.464107,0.566794,0.468866,0.518361,0.444916,0.505484
0.469232,0.567532,0.479564,0.531102,0.451700,0.460733
0.493452,0.551880,0.486334,0.532214,0.477278,0.475235
0.498074,0.554639,0.479208,0.537277,0.453060,0.492282
0.466211,0.550086,0.448804,0.510042,0.430397,0.506730
0.502238,0.544966,0.469775,0.512493,0.474835,0.517449
0.510829,0.577428,0.448932,0.542474,0.458269,0.460774
0.486896,0.548359,0.481420,0.537410,0.459046,0.477987
0.472531,0.555028,0.501260,0.520011,0.443162,0.500548
0.473030,0.570487,0.477660,0.560565,0.415967,0.486605
0.463723,0.542252,0.495687,0.523845,0.472029,0.476317
0.501843,0.544503,0.505773,0.522868,0.479628,0.488236
0.464710,0.548128,0.454323,0.518209,0.429813,0.507868
0.482995,0.526193,0.505679,0.535503,0.451184,0.477339
0.476611,0.588125,0.502339,0.536361,0.435052,0.434919
0.477280,0.525893,0.486559,0.524165,0.456975,0.482239
0.503983,0.565334,0.463611,0.528597,0.458890,0.495305
0.482679,0.565702,0.501164,0.526048,0.471632,0.503739
0.505270,0.571331,0.493028,0.550001,0.458596,0.508444
0.508574,0.548400,0.514455,0.540952,0.479793,0.492626
0.480157,0.546314,0.502016,0.541166,0.466707,0.464008
0.492504,0.518161,0.506864,0.540526,0.471061,0.489729
0.520089,0.563770,0.445475,0.534528,0.454209,0.479371
0.499518,0.584393,0.475574,0.536334,0.445541,0.451785
0.485998,0.553469,0.481227,0.549823,0.469012,0.479467
0.464562,0.578520,0.449780,0.527607,0.446450,0.461616
0.480620,0.569313,0.480329,0.532640,0.461172,0.455875
0.472901,0.539468,0.494822,0.533990,0.465631,0.505363
0.498215,0.574190,0.483916,0.539164,0.458900,0.489496
0.454827,0.518493,0.517614,0.510677,0.457476,0.529694
0.469505,0.538809,0.514017,0.548175,0.463066,0.490762
0.461425,0.523507,0.478040,0.527676,0.459933,0.478451
0.452666,0.542550,0.493818,0.537749,0.481607,0.454610
0.511241,0.568946,0.458623,0.540548,0.427266,0.475853
0.504333,0.557844,0.503514,0.519658,0.486436,0.498304
0.482657,0.556903,0.486355,0.514614,0.465841,0.477476
0.474832,0.539436,0.475793,0.519495,0.451543,0.514620
0.442832,0.546628,0.503826,0.526191,0.473340,0.465061
0.476856,0.539209,0.469033,0.530763,0.435270,0.489358
0.492561,0.531630,0.492839,0.548956,0.463443,0.510537
0.477934,0.572880,0.515866,0.548399,0.461202,0.502173
0.493537,0.537929,0.497109,0.542438,0.455108,0.508505
0.470521,0.533663,0.494572,0.533551,0.461304,0.485894
0.480578,0.545369,0.491176,0.534738,0.500666,0.461049
0.492577,0.553898,0.468124,0.533232,0.455113,0.466753
0.462908,0.547988,0.496003,0.534947,0.479293,0.472268
0.508561,0.584242,0.497236,0.545911,0.437563,0.433473
0.462520,0.568220,0.510258,0.553133,0.437039,0.462372
0.498787,0.586630,0.450165,0.505268,0.451317,0.471494
0.503871,0.584178,0.504611,0.532308,0.443416,0.476117
0.499088,0.594387,0.478775,0.535348,0.454936,0.469762
0.478356,0.533520,0.483828,0.509569,0.466077,0.500619
0.457692,0.531680,0.512738,0.550327,0.435934,0.486049
0.485622,0.580800,0.519099,0.520086,0.486104,0.500172
0.505969,0.554904,0.471171,0.531276,0.443739,0.463153
0.479559,0.557131,0.493454,0.490569,0.489314,0.476054
0.489439,0.522878,0.466286,0.522780,0.457460,0.490792
0.501396,0.569802,0.455771,0.541177,0.435055,0.510348
0.490219,0.550102,0.467164,0.528392,0.466090,0.482685
0.494114,0.558133,0.439885,0.519197,0.419211,0.471038
0.460636,0.539799,0.522164,0.553533,0.458900,0.442708
0.478183,0.577582,0.544653,0.562662,0.473886,0.490318
0.506353,0.559929,0.460468,0.528965,0.443938,0.485808
0.475178,0.566386,0.524218,0.534496,0.450067,0.449820
0.478263,0.515822,0.482730,0.540243,0.443081,0.482083
0.506359,0.540973,0.503859,0.521619,0.478548,0.502204
0.478227,0.525755,0.468212,0.547268,0.447401,0.473217
0.466812,0.537951,0.475732,0.534620,0.425393,0.471953
0.495877,0.572495,0.474105,0.524348,0.454338,0.496737
0.481336,0.547945,0.480525,0.530361,0.478506,0.458046
0.473479,0.559442,0.507857,0.553154,0.442858,0.477590
0.468466,0.561986,0.479225,0.520506,0.430851,0.454793
0.502890,0.555095,0.464966,0.503948,0.472353,0.484169
0.470350,0.596461,0.529961,0.532307,0.495233,0.460490
0.476232,0.524122,0.490677,0.525626,0.473542,0.507098
0.477284,0.554573,0.507931,0.556564,0.460208,0.443960
0.504989,0.556789,0.486494,0.537837,0.482016,0.485472
0.485019,0.568822,0.466449,0.512129,0.459455,0.507037
0.482542,0.528116,0.482881,0.529221,0.460835,0.508537
0.491737,0.541095,0.494008,0.526422,0.465687,0.490401
0.467427,0.554221,0.485476,0.537026,0.452673,0.483547
0.495369,0.538163,0.463627,0.534939,0.433680,0.492085
0.492113,0.536989,0.482541,0.553981,0.444671,0.472735
0.451106,0.518530,0.476765,0.533869,0.453644,0.493426
0.466843,0.544187,0.526983,0.530918,0.442493,0.506469
0.510533,0.582153,0.474381,0.517915,0.470953,0.475176
0.485096,0.546452,0.479454,0.532273,0.448172,0.478588
0.431592,0.553565,0.526437,0.543328,0.444123,0.438335
0.524085,0.611666,0.511860,0.532944,0.476733,0.447788
0.449633,0.528068,0.502349,0.518853,0.443511,0.477937
0.493803,0.542874,0.472168,0.515939,0.470519,0.488623
